id;DATE;UPAZILLACODE;CROPTYPEID;AREAAFFECTED [ha];LOSSTYPE [];Run_code
45674;11-4-2001;201376;1;69;2;1
45675;11-4-2001;201379;1;17;2;1
45676;11-4-2001;201395;1;1;2;1
45677;11-4-2001;201504;1;12;2;1
45678;11-4-2001;201506;1;72;2;1
45679;11-4-2001;201508;1;5;2;1
45680;11-4-2001;201510;1;70;2;1
45681;11-4-2001;201512;1;82;2;1
45682;11-4-2001;201518;1;98;2;1
45683;11-4-2001;201519;1;47;2;1
45684;11-4-2001;201520;1;76;2;1
45685;11-4-2001;201528;1;43;2;1
45686;11-4-2001;201533;1;32;2;1
45687;11-4-2001;201535;1;26;2;1
45688;11-4-2001;201537;1;49;2;1
45689;11-4-2001;201541;1;52;2;1
45690;11-4-2001;201543;1;25;2;1
45691;11-4-2001;201547;1;46;2;1
45692;11-4-2001;201553;1;81;2;1
45693;11-4-2001;201555;1;53;2;1
45694;11-4-2001;201557;1;44;2;1
45695;11-4-2001;201561;1;20;2;1
45696;11-4-2001;201565;1;63;2;1
45697;11-4-2001;201570;1;71;2;1
45698;11-4-2001;201574;1;79;2;1
45699;11-4-2001;201578;1;79;2;1
45700;11-4-2001;201582;1;32;2;1
45701;11-4-2001;201586;1;20;2;1
45702;11-4-2001;201909;1;47;2;1
45703;11-4-2001;201915;1;60;2;1
45704;11-4-2001;201918;1;88;2;1
45705;11-4-2001;201927;1;66;2;1
45706;11-4-2001;201931;1;76;2;1
45707;11-4-2001;201933;1;57;2;1
45708;11-4-2001;201936;1;52;2;1
45709;11-4-2001;201940;1;61;2;1
45710;11-4-2001;201954;1;47;2;1
45711;11-4-2001;201967;1;55;2;1
45712;11-4-2001;201972;1;34;2;1
45713;11-4-2001;201974;1;40;2;1
45714;11-4-2001;201975;1;86;2;1
45715;11-4-2001;201981;1;14;2;1
45716;11-4-2001;201987;1;48;2;1
45717;11-4-2001;201994;1;27;2;1
45718;11-4-2001;202216;1;17;2;1
45719;11-4-2001;202224;1;20;2;1
45720;11-4-2001;202245;1;43;2;1
45721;11-4-2001;202249;1;70;2;1
45722;11-4-2001;202256;1;19;2;1
45723;11-4-2001;202266;1;14;2;1
45724;11-4-2001;202290;1;74;2;1
45725;11-4-2001;202294;1;37;2;1
45726;11-4-2001;203014;1;44;2;1
45727;11-4-2001;203025;1;60;2;1
45728;11-4-2001;203029;1;78;2;1
45729;11-4-2001;203041;1;47;2;1
45730;11-4-2001;203051;1;29;2;1
45731;11-4-2001;203094;1;78;2;1
45732;11-4-2001;204643;1;53;2;1
45733;11-4-2001;204649;1;40;2;1
45734;11-4-2001;204661;1;41;2;1
45735;11-4-2001;204665;1;34;2;1
45736;11-4-2001;204667;1;94;2;1
45737;11-4-2001;204670;1;95;2;1
45738;11-4-2001;204677;1;43;2;1
45739;11-4-2001;204680;1;26;2;1
45740;11-4-2001;205133;1;99;2;1
45741;11-4-2001;205143;1;34;2;1
45742;11-4-2001;205158;1;71;2;1
45743;11-4-2001;205165;1;48;2;1
45744;11-4-2001;205173;1;26;2;1
45745;11-4-2001;207507;1;23;2;1
45746;11-4-2001;207510;1;35;2;1
45747;11-4-2001;207521;1;47;2;1
45748;11-4-2001;207536;1;64;2;1
45749;11-4-2001;207547;1;12;2;1
45750;11-4-2001;207580;1;69;2;1
45751;11-4-2001;207583;1;51;2;1
45752;11-4-2001;207585;1;78;2;1
45753;11-4-2001;207587;1;14;2;1
45754;11-4-2001;208407;1;58;2;1
45755;11-4-2001;208421;1;78;2;1
45756;11-4-2001;208425;1;6;2;1
45757;11-4-2001;208429;1;85;2;1
45758;11-4-2001;208436;1;45;2;1
45759;11-4-2001;208447;1;25;2;1
45760;11-4-2001;208458;1;85;2;1
45761;11-4-2001;208475;1;65;2;1
45762;11-4-2001;208478;1;92;2;1
45763;11-4-2001;208487;1;72;2;1
45764;11-4-2001;302602;1;99;2;1
45765;11-4-2001;302604;1;79;2;1
45766;11-4-2001;302605;1;65;2;1
45767;11-4-2001;302606;1;66;2;1
45768;11-4-2001;302608;1;100;2;1
45769;11-4-2001;302609;1;1;2;1
45770;11-4-2001;302610;1;68;2;1
45771;11-4-2001;302611;1;49;2;1
45772;11-4-2001;302612;1;39;2;1
45773;11-4-2001;302614;1;52;2;1
45774;11-4-2001;302616;1;83;2;1
45775;11-4-2001;302618;1;20;2;1
45776;11-4-2001;302624;1;81;2;1
45777;11-4-2001;302626;1;34;2;1
45778;11-4-2001;302628;1;19;2;1
45779;11-4-2001;302629;1;58;2;1
45780;11-4-2001;302630;1;100;2;1
45781;11-4-2001;302632;1;98;2;1
45782;11-4-2001;302633;1;37;2;1
45783;11-4-2001;302634;1;19;2;1
45784;11-4-2001;302636;1;90;2;1
45785;11-4-2001;302637;1;64;2;1
45786;11-4-2001;302638;1;65;2;1
45787;11-4-2001;302640;1;45;2;1
45788;11-4-2001;302642;1;25;2;1
45789;11-4-2001;302648;1;29;2;1
45790;11-4-2001;302650;1;72;2;1
45791;11-4-2001;302654;1;30;2;1
45792;11-4-2001;302662;1;94;2;1
45793;11-4-2001;302663;1;6;2;1
45794;11-4-2001;302664;1;26;2;1
45795;11-4-2001;302665;1;25;2;1
45796;11-4-2001;302666;1;27;2;1
45797;11-4-2001;302667;1;8;2;1
45798;11-4-2001;302668;1;12;2;1
45799;11-4-2001;302672;1;28;2;1
45800;11-4-2001;302674;1;90;2;1
45801;11-4-2001;302675;1;72;2;1
45802;11-4-2001;302676;1;37;2;1
45803;11-4-2001;302680;1;11;2;1
45804;11-4-2001;302688;1;36;2;1
45805;11-4-2001;302690;1;95;2;1
45806;11-4-2001;302692;1;46;2;1
45807;11-4-2001;302693;1;16;2;1
45808;11-4-2001;302695;1;86;2;1
45809;11-4-2001;302696;1;51;2;1
45810;11-4-2001;302903;1;40;2;1
45811;11-4-2001;302910;1;68;2;1
45812;11-4-2001;302918;1;60;2;1
45813;11-4-2001;302921;1;51;2;1
45814;11-4-2001;302947;1;88;2;1
45815;11-4-2001;302956;1;50;2;1
45816;11-4-2001;302962;1;48;2;1
45817;11-4-2001;302984;1;53;2;1
45818;11-4-2001;302990;1;87;2;1
45819;11-4-2001;303330;1;73;2;1
45820;11-4-2001;303332;1;85;2;1
45821;11-4-2001;303334;1;9;2;1
45822;11-4-2001;303336;1;16;2;1
45823;11-4-2001;303386;1;76;2;1
45824;11-4-2001;303532;1;86;2;1
45825;11-4-2001;303543;1;29;2;1
45826;11-4-2001;303551;1;7;2;1
45827;11-4-2001;303558;1;19;2;1
45828;11-4-2001;303591;1;35;2;1
45829;11-4-2001;303907;1;78;2;1
45830;11-4-2001;303915;1;64;2;1
45831;11-4-2001;303929;1;73;2;1
45832;11-4-2001;303936;1;1;2;1
45833;11-4-2001;303958;1;34;2;1
45834;11-4-2001;303961;1;15;2;1
45835;11-4-2001;303985;1;72;2;1
45836;11-4-2001;304802;1;40;2;1
45837;11-4-2001;304806;1;22;2;1
45838;11-4-2001;304811;1;18;2;1
45839;11-4-2001;304827;1;2;2;1
45840;11-4-2001;304833;1;72;2;1
45841;11-4-2001;304842;1;44;2;1
45842;11-4-2001;304845;1;33;2;1
45843;11-4-2001;304849;1;65;2;1
45844;11-4-2001;304854;1;43;2;1
45845;11-4-2001;304859;1;74;2;1
45846;11-4-2001;304876;1;86;2;1
45847;11-4-2001;304879;1;68;2;1
45848;11-4-2001;304892;1;77;2;1
45849;11-4-2001;305440;1;6;2;1
45850;11-4-2001;305454;1;63;2;1
45851;11-4-2001;305480;1;18;2;1
45852;11-4-2001;305487;1;8;2;1
45853;11-4-2001;305610;1;86;2;1
45854;11-4-2001;305622;1;41;2;1
45855;11-4-2001;305628;1;52;2;1
45856;11-4-2001;305646;1;89;2;1
45857;11-4-2001;305670;1;74;2;1
45858;11-4-2001;305678;1;58;2;1
45859;11-4-2001;305682;1;84;2;1
45860;11-4-2001;305924;1;59;2;1
45861;11-4-2001;305944;1;67;2;1
45862;11-4-2001;305956;1;50;2;1
45863;11-4-2001;305974;1;83;2;1
45864;11-4-2001;305984;1;48;2;1
45865;11-4-2001;305994;1;42;2;1
45866;11-4-2001;306113;1;68;2;1
45867;11-4-2001;306116;1;2;2;1
45868;11-4-2001;306120;1;14;2;1
45869;11-4-2001;306122;1;37;2;1
45870;11-4-2001;306123;1;54;2;1
45871;11-4-2001;306124;1;49;2;1
45872;11-4-2001;306131;1;10;2;1
45873;11-4-2001;306152;1;29;2;1
45874;11-4-2001;306165;1;68;2;1
45875;11-4-2001;306172;1;78;2;1
45876;11-4-2001;306181;1;9;2;1
45877;11-4-2001;306194;1;7;2;1
45878;11-4-2001;306702;1;8;2;1
45879;11-4-2001;306704;1;76;2;1
45880;11-4-2001;306706;1;76;2;1
45881;11-4-2001;306758;1;61;2;1
45882;11-4-2001;306768;1;70;2;1
45883;11-4-2001;306807;1;100;2;1
45884;11-4-2001;306852;1;88;2;1
45885;11-4-2001;306860;1;24;2;1
45886;11-4-2001;306863;1;3;2;1
45887;11-4-2001;306864;1;21;2;1
45888;11-4-2001;306876;1;79;2;1
45889;11-4-2001;307204;1;90;2;1
45890;11-4-2001;307209;1;89;2;1
45891;11-4-2001;307218;1;58;2;1
45892;11-4-2001;307238;1;30;2;1
45893;11-4-2001;307240;1;98;2;1
45894;11-4-2001;307247;1;8;2;1
45895;11-4-2001;307256;1;21;2;1
45896;11-4-2001;307263;1;34;2;1
45897;11-4-2001;307274;1;40;2;1
45898;11-4-2001;307283;1;15;2;1
45899;11-4-2001;308207;1;23;2;1
45900;11-4-2001;308229;1;19;2;1
45901;11-4-2001;308247;1;59;2;1
45902;11-4-2001;308273;1;11;2;1
45903;11-4-2001;308276;1;34;2;1
45904;11-4-2001;308614;1;62;2;1
45905;11-4-2001;308625;1;59;2;1
45906;11-4-2001;308636;1;34;2;1
45907;11-4-2001;308665;1;83;2;1
45908;11-4-2001;308669;1;78;2;1
45909;11-4-2001;308694;1;82;2;1
45910;11-4-2001;308937;1;1;2;1
45911;11-4-2001;308967;1;20;2;1
45912;11-4-2001;308970;1;33;2;1
45913;11-4-2001;308988;1;26;2;1
45914;11-4-2001;308990;1;65;2;1
45915;11-4-2001;309309;1;79;2;1
45916;11-4-2001;309319;1;42;2;1
45917;11-4-2001;309323;1;69;2;1
45918;11-4-2001;309325;1;94;2;1
45919;11-4-2001;309328;1;29;2;1
45920;11-4-2001;309338;1;83;2;1
45921;11-4-2001;309347;1;61;2;1
45922;11-4-2001;309357;1;66;2;1
45923;11-4-2001;309366;1;9;2;1
45924;11-4-2001;309376;1;53;2;1
45925;11-4-2001;309385;1;8;2;1
45926;11-4-2001;309395;1;67;2;1
45927;11-4-2001;400108;1;32;2;1
45928;11-4-2001;400114;1;69;2;1
45929;11-4-2001;400134;1;20;2;1
45930;11-4-2001;400138;1;36;2;1
45931;11-4-2001;400156;1;34;2;1
45932;11-4-2001;400158;1;65;2;1
45933;11-4-2001;400160;1;82;2;1
45934;11-4-2001;400173;1;79;2;1
45935;11-4-2001;400177;1;51;2;1
45936;11-4-2001;401807;1;5;2;1
45937;11-4-2001;401823;1;26;2;1
45938;11-4-2001;401831;1;39;2;1
45939;11-4-2001;401855;1;34;2;1
45940;11-4-2001;404104;1;43;2;1
45941;11-4-2001;404109;1;24;2;1
45942;11-4-2001;404111;1;13;2;1
45943;11-4-2001;404123;1;65;2;1
45944;11-4-2001;404138;1;9;2;1
45945;11-4-2001;404147;1;53;2;1
45946;11-4-2001;404161;1;45;2;1
45947;11-4-2001;404190;1;95;2;1
45948;11-4-2001;404414;1;49;2;1
45949;11-4-2001;404419;1;39;2;1
45950;11-4-2001;404433;1;44;2;1
45951;11-4-2001;404442;1;82;2;1
45952;11-4-2001;404471;1;59;2;1
45953;11-4-2001;404480;1;1;2;1
45954;11-4-2001;404712;1;42;2;1
45955;11-4-2001;404717;1;67;2;1
45956;11-4-2001;404721;1;89;2;1
45957;11-4-2001;404730;1;16;2;1
45958;11-4-2001;404740;1;3;2;1
45959;11-4-2001;404745;1;35;2;1
45960;11-4-2001;404748;1;78;2;1
45961;11-4-2001;404751;1;18;2;1
45962;11-4-2001;404753;1;59;2;1
45963;11-4-2001;404764;1;22;2;1
45964;11-4-2001;404769;1;78;2;1
45965;11-4-2001;404775;1;16;2;1
45966;11-4-2001;404785;1;38;2;1
45967;11-4-2001;404794;1;46;2;1
45968;11-4-2001;405015;1;68;2;1
45969;11-4-2001;405039;1;57;2;1
45970;11-4-2001;405063;1;66;2;1
45971;11-4-2001;405071;1;32;2;1
45972;11-4-2001;405079;1;94;2;1
45973;11-4-2001;405094;1;58;2;1
45974;11-4-2001;405557;1;43;2;1
45975;11-4-2001;405566;1;28;2;1
45976;11-4-2001;405585;1;93;2;1
45977;11-4-2001;405595;1;52;2;1
45978;11-4-2001;405747;1;53;2;1
45979;11-4-2001;405760;1;52;2;1
45980;11-4-2001;405787;1;92;2;1
45981;11-4-2001;406528;1;89;2;1
45982;11-4-2001;406552;1;67;2;1
45983;11-4-2001;406576;1;42;2;1
45984;11-4-2001;408704;1;11;2;1
45985;11-4-2001;408725;1;36;2;1
45986;11-4-2001;408743;1;32;2;1
45987;11-4-2001;408747;1;50;2;1
45988;11-4-2001;408782;1;91;2;1
45989;11-4-2001;408786;1;19;2;1
45990;11-4-2001;408790;1;41;2;1
45991;11-4-2001;501006;1;66;2;1
45992;11-4-2001;501020;1;99;2;1
45993;11-4-2001;501027;1;35;2;1
45994;11-4-2001;501033;1;94;2;1
45995;11-4-2001;501040;1;85;2;1
45996;11-4-2001;501054;1;60;2;1
45997;11-4-2001;501067;1;24;2;1
45998;11-4-2001;501081;1;13;2;1
45999;11-4-2001;501085;1;23;2;1
46000;11-4-2001;501088;1;63;2;1
46001;11-4-2001;501094;1;100;2;1
46002;11-4-2001;501095;1;12;2;1
46003;11-4-2001;503813;1;69;2;1
46004;11-4-2001;503847;1;14;2;1
46005;11-4-2001;503858;1;69;2;1
46006;11-4-2001;503861;1;3;2;1
46007;11-4-2001;503874;1;54;2;1
46008;11-4-2001;506403;1;15;2;1
46009;11-4-2001;506406;1;95;2;1
46010;11-4-2001;506428;1;90;2;1
46011;11-4-2001;506447;1;34;2;1
46012;11-4-2001;506450;1;86;2;1
46013;11-4-2001;506460;1;88;2;1
46014;11-4-2001;506469;1;98;2;1
46015;11-4-2001;506475;1;56;2;1
46016;11-4-2001;506479;1;15;2;1
46017;11-4-2001;506485;1;62;2;1
46018;11-4-2001;506486;1;72;2;1
46019;11-4-2001;506909;1;31;2;1
46020;11-4-2001;506915;1;89;2;1
46021;11-4-2001;506941;1;5;2;1
46022;11-4-2001;506944;1;86;2;1
46023;11-4-2001;506963;1;69;2;1
46024;11-4-2001;506991;1;79;2;1
46025;11-4-2001;507018;1;69;2;1
46026;11-4-2001;507037;1;16;2;1
46027;11-4-2001;507056;1;70;2;1
46028;11-4-2001;507066;1;18;2;1
46029;11-4-2001;507088;1;17;2;1
46030;11-4-2001;507605;1;42;2;1
46031;11-4-2001;507616;1;73;2;1
46032;11-4-2001;507619;1;2;2;1
46033;11-4-2001;507622;1;1;2;1
46034;11-4-2001;507633;1;40;2;1
46035;11-4-2001;507639;1;91;2;1
46036;11-4-2001;507655;1;28;2;1
46037;11-4-2001;507672;1;79;2;1
46038;11-4-2001;507683;1;10;2;1
46039;11-4-2001;508110;1;10;2;1
46040;11-4-2001;508112;1;95;2;1
46041;11-4-2001;508122;1;31;2;1
46042;11-4-2001;508125;1;86;2;1
46043;11-4-2001;508131;1;54;2;1
46044;11-4-2001;508134;1;13;2;1
46045;11-4-2001;508140;1;12;2;1
46046;11-4-2001;508153;1;27;2;1
46047;11-4-2001;508172;1;33;2;1
46048;11-4-2001;508182;1;57;2;1
46049;11-4-2001;508185;1;10;2;1
46050;11-4-2001;508190;1;74;2;1
46051;11-4-2001;508194;1;23;2;1
46052;11-4-2001;508811;1;71;2;1
46053;11-4-2001;508827;1;69;2;1
46054;11-4-2001;508844;1;65;2;1
46055;11-4-2001;508850;1;81;2;1
46056;11-4-2001;508861;1;9;2;1
46057;11-4-2001;508867;1;10;2;1
46058;11-4-2001;508878;1;47;2;1
46059;11-4-2001;508889;1;35;2;1
46060;11-4-2001;508894;1;70;2;1
46061;11-4-2001;552710;1;83;2;1
46062;11-4-2001;552712;1;90;2;1
46063;11-4-2001;552717;1;21;2;1
46064;11-4-2001;552721;1;5;2;1
46065;11-4-2001;552730;1;77;2;1
46066;11-4-2001;552738;1;90;2;1
46067;11-4-2001;552743;1;16;2;1
46068;11-4-2001;552747;1;42;2;1
46069;11-4-2001;552756;1;25;2;1
46070;11-4-2001;552760;1;46;2;1
46071;11-4-2001;552764;1;4;2;1
46072;11-4-2001;552769;1;54;2;1
46073;11-4-2001;552777;1;13;2;1
46074;11-4-2001;553221;1;83;2;1
46075;11-4-2001;553224;1;44;2;1
46076;11-4-2001;553230;1;53;2;1
46077;11-4-2001;553267;1;59;2;1
46078;11-4-2001;553282;1;13;2;1
46079;11-4-2001;553288;1;81;2;1
46080;11-4-2001;553291;1;87;2;1
46081;11-4-2001;554906;1;7;2;1
46082;11-4-2001;554908;1;15;2;1
46083;11-4-2001;554909;1;47;2;1
46084;11-4-2001;554918;1;81;2;1
46085;11-4-2001;554952;1;88;2;1
46086;11-4-2001;554961;1;90;2;1
46087;11-4-2001;554977;1;42;2;1
46088;11-4-2001;554979;1;32;2;1
46089;11-4-2001;554994;1;16;2;1
46090;11-4-2001;555202;1;88;2;1
46091;11-4-2001;555233;1;66;2;1
46092;11-4-2001;555239;1;29;2;1
46093;11-4-2001;555255;1;60;2;1
46094;11-4-2001;555270;1;4;2;1
46095;11-4-2001;557312;1;28;2;1
46096;11-4-2001;557315;1;74;2;1
46097;11-4-2001;557336;1;62;2;1
46098;11-4-2001;557345;1;40;2;1
46099;11-4-2001;557364;1;11;2;1
46100;11-4-2001;557385;1;9;2;1
46101;11-4-2001;557704;1;24;2;1
46102;11-4-2001;557725;1;15;2;1
46103;11-4-2001;557734;1;63;2;1
46104;11-4-2001;557773;1;28;2;1
46105;11-4-2001;557790;1;89;2;1
46106;11-4-2001;558503;1;6;2;1
46107;11-4-2001;558527;1;78;2;1
46108;11-4-2001;558542;1;51;2;1
46109;11-4-2001;558549;1;90;2;1
46110;11-4-2001;558558;1;82;2;1
46111;11-4-2001;558573;1;70;2;1
46112;11-4-2001;558576;1;14;2;1
46113;11-4-2001;558592;1;42;2;1
46114;11-4-2001;559408;1;18;2;1
46115;11-4-2001;559451;1;41;2;1
46116;11-4-2001;559482;1;68;2;1
46117;11-4-2001;559486;1;28;2;1
46118;11-4-2001;559494;1;100;2;1
46119;11-4-2001;603602;1;76;2;1
46120;11-4-2001;603605;1;15;2;1
46121;11-4-2001;603611;1;85;2;1
46122;11-4-2001;603626;1;74;2;1
46123;11-4-2001;603644;1;90;2;1
46124;11-4-2001;603668;1;24;2;1
46125;11-4-2001;603671;1;83;2;1
46126;11-4-2001;603677;1;91;2;1
46127;11-4-2001;605814;1;46;2;1
46128;11-4-2001;605835;1;6;2;1
46129;11-4-2001;605856;1;40;2;1
46130;11-4-2001;605865;1;27;2;1
46131;11-4-2001;605874;1;64;2;1
46132;11-4-2001;605880;1;73;2;1
46133;11-4-2001;605883;1;48;2;1
46134;11-4-2001;609018;1;98;2;1
46135;11-4-2001;609023;1;42;2;1
46136;11-4-2001;609027;1;9;2;1
46137;11-4-2001;609029;1;64;2;1
46138;11-4-2001;609032;1;47;2;1
46139;11-4-2001;609033;1;64;2;1
46140;11-4-2001;609047;1;47;2;1
46141;11-4-2001;609050;1;73;2;1
46142;11-4-2001;609086;1;62;2;1
46143;11-4-2001;609089;1;82;2;1
46144;11-4-2001;609092;1;22;2;1
46145;11-4-2001;609108;1;58;2;1
46146;11-4-2001;609117;1;82;2;1
46147;11-4-2001;609120;1;84;2;1
46148;11-4-2001;609127;1;58;2;1
46149;11-4-2001;609131;1;82;2;1
46150;11-4-2001;609135;1;95;2;1
46151;11-4-2001;609138;1;75;2;1
46152;11-4-2001;609141;1;49;2;1
46153;11-4-2001;609153;1;32;2;1
46154;11-4-2001;609159;1;5;2;1
46155;11-4-2001;609162;1;15;2;1
46156;21-4-2001;100409;1;41;2;1
46157;21-4-2001;100419;1;39;2;1
46158;21-4-2001;100428;1;57;2;1
46159;21-4-2001;100447;1;77;2;1
46160;21-4-2001;100485;1;19;2;1
46161;21-4-2001;100602;1;22;2;1
46162;21-4-2001;100603;1;56;2;1
46163;21-4-2001;100607;1;68;2;1
46164;21-4-2001;100610;1;20;2;1
46165;21-4-2001;100632;1;60;2;1
46166;21-4-2001;100636;1;6;2;1
46167;21-4-2001;100651;1;85;2;1
46168;21-4-2001;100662;1;52;2;1
46169;21-4-2001;100669;1;81;2;1
46170;21-4-2001;100694;1;1;2;1
46171;21-4-2001;100918;1;84;2;1
46172;21-4-2001;100921;1;28;2;1
46173;21-4-2001;100925;1;69;2;1
46174;21-4-2001;100929;1;89;2;1
46175;21-4-2001;100954;1;15;2;1
46176;21-4-2001;100965;1;64;2;1
46177;21-4-2001;100991;1;20;2;1
46178;21-4-2001;104240;1;49;2;1
46179;21-4-2001;104243;1;32;2;1
46180;21-4-2001;104273;1;69;2;1
46181;21-4-2001;104284;1;32;2;1
46182;21-4-2001;107838;1;71;2;1
46183;21-4-2001;107852;1;55;2;1
46184;21-4-2001;107855;1;3;2;1
46185;21-4-2001;107857;1;32;2;1
46186;21-4-2001;107866;1;92;2;1
46187;21-4-2001;107876;1;40;2;1
46188;21-4-2001;107895;1;71;2;1
46189;21-4-2001;107914;1;9;2;1
46190;21-4-2001;107947;1;99;2;1
46191;21-4-2001;107958;1;83;2;1
46192;21-4-2001;107976;1;94;2;1
46193;21-4-2001;107980;1;23;2;1
46194;21-4-2001;107987;1;81;2;1
46195;21-4-2001;107990;1;52;2;1
46196;21-4-2001;200304;1;61;2;1
46197;21-4-2001;200314;1;98;2;1
46198;21-4-2001;200351;1;88;2;1
46199;21-4-2001;200373;1;86;2;1
46200;21-4-2001;200389;1;65;2;1
46201;21-4-2001;200391;1;41;2;1
46202;21-4-2001;200395;1;97;2;1
46203;21-4-2001;201202;1;90;2;1
46204;21-4-2001;201204;1;49;2;1
46205;21-4-2001;201207;1;75;2;1
46206;21-4-2001;201213;1;88;2;1
46207;21-4-2001;201233;1;58;2;1
46208;21-4-2001;201263;1;76;2;1
46209;21-4-2001;201285;1;87;2;1
46210;21-4-2001;201290;1;84;2;1
46211;21-4-2001;201294;1;31;2;1
46212;21-4-2001;201322;1;50;2;1
46213;21-4-2001;201345;1;8;2;1
46214;21-4-2001;201347;1;48;2;1
46215;21-4-2001;201349;1;42;2;1
46216;21-4-2001;201358;1;1;2;1
46217;21-4-2001;201376;1;36;2;1
46218;21-4-2001;201379;1;7;2;1
46219;21-4-2001;201395;1;38;2;1
46220;21-4-2001;201504;1;55;2;1
46221;21-4-2001;201506;1;55;2;1
46222;21-4-2001;201508;1;43;2;1
46223;21-4-2001;201510;1;42;2;1
46224;21-4-2001;201512;1;62;2;1
46225;21-4-2001;201518;1;46;2;1
46226;21-4-2001;201519;1;58;2;1
46227;21-4-2001;201520;1;68;2;1
46228;21-4-2001;201528;1;92;2;1
46229;21-4-2001;201533;1;31;2;1
46230;21-4-2001;201535;1;43;2;1
46231;21-4-2001;201537;1;36;2;1
46232;21-4-2001;201541;1;21;2;1
46233;21-4-2001;201543;1;95;2;1
46234;21-4-2001;201547;1;8;2;1
46235;21-4-2001;201553;1;11;2;1
46236;21-4-2001;201555;1;66;2;1
46237;21-4-2001;201557;1;11;2;1
46238;21-4-2001;201561;1;38;2;1
46239;21-4-2001;201565;1;42;2;1
46240;21-4-2001;201570;1;52;2;1
46241;21-4-2001;201574;1;17;2;1
46242;21-4-2001;201578;1;80;2;1
46243;21-4-2001;201582;1;56;2;1
46244;21-4-2001;201586;1;33;2;1
46245;21-4-2001;201909;1;94;2;1
46246;21-4-2001;201915;1;58;2;1
46247;21-4-2001;201918;1;7;2;1
46248;21-4-2001;201927;1;44;2;1
46249;21-4-2001;201931;1;41;2;1
46250;21-4-2001;201933;1;21;2;1
46251;21-4-2001;201936;1;36;2;1
46252;21-4-2001;201940;1;70;2;1
46253;21-4-2001;201954;1;89;2;1
46254;21-4-2001;201967;1;40;2;1
46255;21-4-2001;201972;1;65;2;1
46256;21-4-2001;201974;1;62;2;1
46257;21-4-2001;201975;1;54;2;1
46258;21-4-2001;201981;1;12;2;1
46259;21-4-2001;201987;1;54;2;1
46260;21-4-2001;201994;1;33;2;1
46261;21-4-2001;202216;1;13;2;1
46262;21-4-2001;202224;1;47;2;1
46263;21-4-2001;202245;1;83;2;1
46264;21-4-2001;202249;1;40;2;1
46265;21-4-2001;202256;1;16;2;1
46266;21-4-2001;202266;1;41;2;1
46267;21-4-2001;202290;1;27;2;1
46268;21-4-2001;202294;1;22;2;1
46269;21-4-2001;203014;1;14;2;1
46270;21-4-2001;203025;1;48;2;1
46271;21-4-2001;203029;1;89;2;1
46272;21-4-2001;203041;1;85;2;1
46273;21-4-2001;203051;1;6;2;1
46274;21-4-2001;203094;1;12;2;1
46275;21-4-2001;204643;1;82;2;1
46276;21-4-2001;204649;1;69;2;1
46277;21-4-2001;204661;1;70;2;1
46278;21-4-2001;204665;1;56;2;1
46279;21-4-2001;204667;1;46;2;1
46280;21-4-2001;204670;1;72;2;1
46281;21-4-2001;204677;1;94;2;1
46282;21-4-2001;204680;1;93;2;1
46283;21-4-2001;205133;1;34;2;1
46284;21-4-2001;205143;1;32;2;1
46285;21-4-2001;205158;1;21;2;1
46286;21-4-2001;205165;1;55;2;1
46287;21-4-2001;205173;1;68;2;1
46288;21-4-2001;207507;1;80;2;1
46289;21-4-2001;207510;1;7;2;1
46290;21-4-2001;207521;1;95;2;1
46291;21-4-2001;207536;1;63;2;1
46292;21-4-2001;207547;1;28;2;1
46293;21-4-2001;207580;1;92;2;1
46294;21-4-2001;207583;1;42;2;1
46295;21-4-2001;207585;1;57;2;1
46296;21-4-2001;207587;1;61;2;1
46297;21-4-2001;208407;1;18;2;1
46298;21-4-2001;208421;1;36;2;1
46299;21-4-2001;208425;1;57;2;1
46300;21-4-2001;208429;1;50;2;1
46301;21-4-2001;208436;1;69;2;1
46302;21-4-2001;208447;1;11;2;1
46303;21-4-2001;208458;1;24;2;1
46304;21-4-2001;208475;1;100;2;1
46305;21-4-2001;208478;1;62;2;1
46306;21-4-2001;208487;1;22;2;1
46307;21-4-2001;302602;1;69;2;1
46308;21-4-2001;302604;1;35;2;1
46309;21-4-2001;302605;1;43;2;1
46310;21-4-2001;302606;1;35;2;1
46311;21-4-2001;302608;1;29;2;1
46312;21-4-2001;302609;1;4;2;1
46313;21-4-2001;302610;1;54;2;1
46314;21-4-2001;302611;1;1;2;1
46315;21-4-2001;302612;1;26;2;1
46316;21-4-2001;302614;1;10;2;1
46317;21-4-2001;302616;1;92;2;1
46318;21-4-2001;302618;1;64;2;1
46319;21-4-2001;302624;1;55;2;1
46320;21-4-2001;302626;1;99;2;1
46321;21-4-2001;302628;1;7;2;1
46322;21-4-2001;302629;1;91;2;1
46323;21-4-2001;302630;1;37;2;1
46324;21-4-2001;302632;1;9;2;1
46325;21-4-2001;302633;1;31;2;1
46326;21-4-2001;302634;1;41;2;1
46327;21-4-2001;302636;1;56;2;1
46328;21-4-2001;302637;1;37;2;1
46329;21-4-2001;302638;1;73;2;1
46330;21-4-2001;302640;1;22;2;1
46331;21-4-2001;302642;1;49;2;1
46332;21-4-2001;302648;1;50;2;1
46333;21-4-2001;302650;1;95;2;1
46334;21-4-2001;302654;1;85;2;1
46335;21-4-2001;302662;1;3;2;1
46336;21-4-2001;302663;1;56;2;1
46337;21-4-2001;302664;1;89;2;1
