id;DATE;UPAZILLACODE;CROPTYPEID;AREAAFFECTED [ha];LOSSTYPE [];18
43753;2001-03-02;309385;1;4;2;36
43754;2001-03-02;309395;1;88;2;87
43755;2001-03-02;400108;1;17;2;27
43756;2001-03-02;400114;1;70;2;42
43757;2001-03-02;400134;1;44;2;52
43758;2001-03-02;400138;1;30;2;64
43759;2001-03-02;400156;1;35;2;17
43760;2001-03-02;400158;1;74;2;94
43761;2001-03-02;400160;1;1;2;76
43762;2001-03-02;400173;1;21;2;84
43763;2001-03-02;400177;1;27;2;83
43764;2001-03-02;401807;1;32;2;39
43765;2001-03-02;401823;1;92;2;42
43766;2001-03-02;401831;1;82;2;86
43767;2001-03-02;401855;1;87;2;92
43768;2001-03-02;404104;1;56;2;2
43769;2001-03-02;404109;1;30;2;76
43770;2001-03-02;404111;1;54;2;6
43771;2001-03-02;404123;1;69;2;51
43772;2001-03-02;404138;1;4;2;5
43773;2001-03-02;404147;1;70;2;22
43774;2001-03-02;404161;1;91;2;28
43775;2001-03-02;404190;1;58;2;20
43776;2001-03-02;404414;1;80;2;93
43777;2001-03-02;404419;1;15;2;86
43778;2001-03-02;404433;1;11;2;72
43779;2001-03-02;404442;1;25;2;31
43780;2001-03-02;404471;1;44;2;12
43781;2001-03-02;404480;1;32;2;40
43782;2001-03-02;404712;1;8;2;10
43783;2001-03-02;404717;1;9;2;51
43784;2001-03-02;404721;1;97;2;87
43785;2001-03-02;404730;1;18;2;67
43786;2001-03-02;404740;1;59;2;28
43787;2001-03-02;404745;1;22;2;73
43788;2001-03-02;404748;1;94;2;13
43789;2001-03-02;404751;1;65;2;58
43790;2001-03-02;404753;1;58;2;77
43791;2001-03-02;404764;1;55;2;59
43792;2001-03-02;404769;1;62;2;61
43793;2001-03-02;404775;1;1;2;61
43794;2001-03-02;404785;1;93;2;10
43795;2001-03-02;404794;1;67;2;50
43796;2001-03-02;405015;1;67;2;96
43797;2001-03-02;405039;1;23;2;30
43798;2001-03-02;405063;1;12;2;96
43799;2001-03-02;405071;1;69;2;48
43800;2001-03-02;405079;1;94;2;30
43801;2001-03-02;405094;1;41;2;63
43802;2001-03-02;405557;1;87;2;8
43803;2001-03-02;405566;1;77;2;86
43804;2001-03-02;405585;1;13;2;93
43805;2001-03-02;405595;1;15;2;6
43806;2001-03-02;405747;1;93;2;52
43807;2001-03-02;405760;1;16;2;96
43808;2001-03-02;405787;1;89;2;21
43809;2001-03-02;406528;1;77;2;91
43810;2001-03-02;406552;1;74;2;84
43811;2001-03-02;406576;1;57;2;30
43812;2001-03-02;408704;1;8;2;17
43813;2001-03-02;408725;1;64;2;34
43814;2001-03-02;408743;1;2;2;71
43815;2001-03-02;408747;1;88;2;39
43816;2001-03-02;408782;1;34;2;47
43817;2001-03-02;408786;1;43;2;12
43818;2001-03-02;408790;1;18;2;94
43819;2001-03-02;501006;1;2;2;9
43820;2001-03-02;501020;1;19;2;33
43821;2001-03-02;501027;1;68;2;39
43822;2001-03-02;501033;1;33;2;60
43823;2001-03-02;501040;1;22;2;6
43824;2001-03-02;501054;1;75;2;90
43825;2001-03-02;501067;1;24;2;64
43826;2001-03-02;501081;1;73;2;25
43827;2001-03-02;501085;1;50;2;13
43828;2001-03-02;501088;1;61;2;43
43829;2001-03-02;501094;1;6;2;22
43830;2001-03-02;501095;1;78;2;77
43831;2001-03-02;503813;1;69;2;41
43832;2001-03-02;503847;1;93;2;25
43833;2001-03-02;503858;1;5;2;99
43834;2001-03-02;503861;1;58;2;66
43835;2001-03-02;503874;1;86;2;38
43836;2001-03-02;506403;1;16;2;49
43837;2001-03-02;506406;1;2;2;99
43838;2001-03-02;506428;1;86;2;53
43839;2001-03-02;506447;1;63;2;28
43840;2001-03-02;506450;1;4;2;25
43841;2001-03-02;506460;1;6;2;14
43842;2001-03-02;506469;1;56;2;58
43843;2001-03-02;506475;1;3;2;39
43844;2001-03-02;506479;1;4;2;16
43845;2001-03-02;506485;1;9;2;65
43846;2001-03-02;506486;1;3;2;34
43847;2001-03-02;506909;1;73;2;61
43848;2001-03-02;506915;1;10;2;53
43849;2001-03-02;506941;1;4;2;40
43850;2001-03-02;506944;1;41;2;24
43851;2001-03-02;506963;1;17;2;6
43852;2001-03-02;506991;1;33;2;78
43853;2001-03-02;507018;1;27;2;21
43854;2001-03-02;507037;1;47;2;56
43855;2001-03-02;507056;1;20;2;65
43856;2001-03-02;507066;1;67;2;45
43857;2001-03-02;507088;1;95;2;21
43858;2001-03-02;507605;1;82;2;31
43859;2001-03-02;507616;1;37;2;97
43860;2001-03-02;507619;1;78;2;73
43861;2001-03-02;507622;1;62;2;46
43862;2001-03-02;507633;1;34;2;75
43863;2001-03-02;507639;1;66;2;53
43864;2001-03-02;507655;1;37;2;15
43865;2001-03-02;507672;1;83;2;20
43866;2001-03-02;507683;1;84;2;93
43867;2001-03-02;508110;1;61;2;30
43868;2001-03-02;508112;1;39;2;96
43869;2001-03-02;508122;1;94;2;38
43870;2001-03-02;508125;1;28;2;22
43871;2001-03-02;508131;1;34;2;68
43872;2001-03-02;508134;1;11;2;18
43873;2001-03-02;508140;1;52;2;80
43874;2001-03-02;508153;1;51;2;12
43875;2001-03-02;508172;1;38;2;90
43876;2001-03-02;508182;1;67;2;63
43877;2001-03-02;508185;1;38;2;50
43878;2001-03-02;508190;1;85;2;90
43879;2001-03-02;508194;1;53;2;96
43880;2001-03-02;508811;1;24;2;64
43881;2001-03-02;508827;1;39;2;100
43882;2001-03-02;508844;1;21;2;82
43883;2001-03-02;508850;1;16;2;65
43884;2001-03-02;508861;1;54;2;24
43885;2001-03-02;508867;1;34;2;23
43886;2001-03-02;508878;1;84;2;45
43887;2001-03-02;508889;1;63;2;69
43888;2001-03-02;508894;1;10;2;33
43889;2001-03-02;552710;1;81;2;60
43890;2001-03-02;552712;1;59;2;50
43891;2001-03-02;552717;1;8;2;51
43892;2001-03-02;552721;1;55;2;19
43893;2001-03-02;552730;1;96;2;72
43894;2001-03-02;552738;1;20;2;18
43895;2001-03-02;552743;1;77;2;17
43896;2001-03-02;552747;1;26;2;41
43897;2001-03-02;552756;1;40;2;81
43898;2001-03-02;552760;1;33;2;59
43899;2001-03-02;552764;1;12;2;11
43900;2001-03-02;552769;1;61;2;87
43901;2001-03-02;552777;1;1;2;93
43902;2001-03-02;553221;1;85;2;15
43903;2001-03-02;553224;1;53;2;8
43904;2001-03-02;553230;1;34;2;83
43905;2001-03-02;553267;1;2;2;74
43906;2001-03-02;553282;1;94;2;61
43907;2001-03-02;553288;1;60;2;58
43908;2001-03-02;553291;1;85;2;27
43909;2001-03-02;554906;1;46;2;95
43910;2001-03-02;554908;1;77;2;87
43911;2001-03-02;554909;1;64;2;100
43912;2001-03-02;554918;1;30;2;23
43913;2001-03-02;554952;1;29;2;98
43914;2001-03-02;554961;1;20;2;43
43915;2001-03-02;554977;1;71;2;10
43916;2001-03-02;554979;1;54;2;27
43917;2001-03-02;554994;1;41;2;96
43918;2001-03-02;555202;1;38;2;22
43919;2001-03-02;555233;1;14;2;66
43920;2001-03-02;555239;1;87;2;66
43921;2001-03-02;555255;1;26;2;90
43922;2001-03-02;555270;1;33;2;85
43923;2001-03-02;557312;1;41;2;90
43924;2001-03-02;557315;1;83;2;65
43925;2001-03-02;557336;1;18;2;69
43926;2001-03-02;557345;1;20;2;7
43927;2001-03-02;557364;1;72;2;62
43928;2001-03-02;557385;1;14;2;17
43929;2001-03-02;557704;1;10;2;27
43930;2001-03-02;557725;1;40;2;5
43931;2001-03-02;557734;1;65;2;74
43932;2001-03-02;557773;1;64;2;68
43933;2001-03-02;557790;1;53;2;8
43934;2001-03-02;558503;1;15;2;41
43935;2001-03-02;558527;1;7;2;32
43936;2001-03-02;558542;1;42;2;19
43937;2001-03-02;558549;1;26;2;36
43938;2001-03-02;558558;1;21;2;9
43939;2001-03-02;558573;1;85;2;50
43940;2001-03-02;558576;1;7;2;81
43941;2001-03-02;558592;1;75;2;35
43942;2001-03-02;559408;1;53;2;36
43943;2001-03-02;559451;1;68;2;95
43944;2001-03-02;559482;1;6;2;38
43945;2001-03-02;559486;1;49;2;33
43946;2001-03-02;559494;1;57;2;26
43947;2001-03-02;603602;1;54;2;10
43948;2001-03-02;603605;1;9;2;5
43949;2001-03-02;603611;1;55;2;34
43950;2001-03-02;603626;1;8;2;12
43951;2001-03-02;603644;1;11;2;25
43952;2001-03-02;603668;1;37;2;16
43953;2001-03-02;603671;1;70;2;56
43954;2001-03-02;603677;1;73;2;34
43955;2001-03-02;605814;1;42;2;59
43956;2001-03-02;605835;1;63;2;75
43957;2001-03-02;605856;1;17;2;89
43958;2001-03-02;605865;1;75;2;6
43959;2001-03-02;605874;1;79;2;74
43960;2001-03-02;605880;1;56;2;100
43961;2001-03-02;605883;1;84;2;53
43962;2001-03-02;609018;1;87;2;84
43963;2001-03-02;609023;1;36;2;1
43964;2001-03-02;609027;1;58;2;29
43965;2001-03-02;609029;1;62;2;62
43966;2001-03-02;609032;1;96;2;56
43967;2001-03-02;609033;1;99;2;71
43968;2001-03-02;609047;1;8;2;92
43969;2001-03-02;609050;1;47;2;74
43970;2001-03-02;609086;1;92;2;93
43971;2001-03-02;609089;1;59;2;74
43972;2001-03-02;609092;1;71;2;80
43973;2001-03-02;609108;1;84;2;11
43974;2001-03-02;609117;1;23;2;7
43975;2001-03-02;609120;1;8;2;95
43976;2001-03-02;609127;1;82;2;63
43977;2001-03-02;609131;1;41;2;96
43978;2001-03-02;609135;1;52;2;100
43979;2001-03-02;609138;1;25;2;1
43980;2001-03-02;609141;1;79;2;3
43981;2001-03-02;609153;1;33;2;87
43982;2001-03-02;609159;1;98;2;93
43983;2001-03-02;609162;1;67;2;83
43984;2001-03-12;100409;1;74;2;8
43985;2001-03-12;100419;1;95;2;95
43986;2001-03-12;100428;1;41;2;88
43987;2001-03-12;100447;1;68;2;10
43988;2001-03-12;100485;1;84;2;96
43989;2001-03-12;100602;1;42;2;30
43990;2001-03-12;100603;1;23;2;51
43991;2001-03-12;100607;1;50;2;3
43992;2001-03-12;100610;1;49;2;19
43993;2001-03-12;100632;1;42;2;92
43994;2001-03-12;100636;1;73;2;13
43995;2001-03-12;100651;1;46;2;19
43996;2001-03-12;100662;1;56;2;99
43997;2001-03-12;100669;1;75;2;67
43998;2001-03-12;100694;1;38;2;14
43999;2001-03-12;100918;1;9;2;93
44000;2001-03-12;100921;1;12;2;61
44001;2001-03-12;100925;1;85;2;61
44002;2001-03-12;100929;1;41;2;67
44003;2001-03-12;100954;1;54;2;76
44004;2001-03-12;100965;1;42;2;84
44005;2001-03-12;100991;1;57;2;1
44006;2001-03-12;104240;1;100;2;13
44007;2001-03-12;104243;1;11;2;2
44008;2001-03-12;104273;1;30;2;68
44009;2001-03-12;104284;1;53;2;15
44010;2001-03-12;107838;1;59;2;66
44011;2001-03-12;107852;1;23;2;52
44012;2001-03-12;107855;1;82;2;30
44013;2001-03-12;107857;1;46;2;98
44014;2001-03-12;107866;1;97;2;90
44015;2001-03-12;107876;1;33;2;50
44016;2001-03-12;107895;1;42;2;82
44017;2001-03-12;107914;1;7;2;53
44018;2001-03-12;107947;1;19;2;17
44019;2001-03-12;107958;1;17;2;10
44020;2001-03-12;107976;1;66;2;29
44021;2001-03-12;107980;1;13;2;33
44022;2001-03-12;107987;1;46;2;23
44023;2001-03-12;107990;1;58;2;72
44024;2001-03-12;200304;1;51;2;75
44025;2001-03-12;200314;1;36;2;94
44026;2001-03-12;200351;1;85;2;38
44027;2001-03-12;200373;1;29;2;44
44028;2001-03-12;200389;1;6;2;26
44029;2001-03-12;200391;1;92;2;36
44030;2001-03-12;200395;1;17;2;65
44031;2001-03-12;201202;1;47;2;81
44032;2001-03-12;201204;1;98;2;42
44033;2001-03-12;201207;1;34;2;28
44034;2001-03-12;201213;1;55;2;89
44035;2001-03-12;201233;1;53;2;52
44036;2001-03-12;201263;1;37;2;21
44037;2001-03-12;201285;1;9;2;15
44038;2001-03-12;201290;1;52;2;36
44039;2001-03-12;201294;1;83;2;1
44040;2001-03-12;201322;1;53;2;34
44041;2001-03-12;201345;1;6;2;66
44042;2001-03-12;201347;1;17;2;81
44043;2001-03-12;201349;1;68;2;10
44044;2001-03-12;201358;1;21;2;89
44045;2001-03-12;201376;1;100;2;39
44046;2001-03-12;201379;1;23;2;94
44047;2001-03-12;201395;1;93;2;75
44048;2001-03-12;201504;1;72;2;55
44049;2001-03-12;201506;1;7;2;65
44050;2001-03-12;201508;1;95;2;31
44051;2001-03-12;201510;1;97;2;64
44052;2001-03-12;201512;1;99;2;55
44053;2001-03-12;201518;1;18;2;5
44054;2001-03-12;201519;1;38;2;85
44055;2001-03-12;201520;1;40;2;46
44056;2001-03-12;201528;1;11;2;2
44057;2001-03-12;201533;1;69;2;66
44058;2001-03-12;201535;1;49;2;23
44059;2001-03-12;201537;1;53;2;31
44060;2001-03-12;201541;1;5;2;1
44061;2001-03-12;201543;1;27;2;51
44062;2001-03-12;201547;1;44;2;19
44063;2001-03-12;201553;1;10;2;65
44064;2001-03-12;201555;1;35;2;65
44065;2001-03-12;201557;1;34;2;11
44066;2001-03-12;201561;1;24;2;4
44067;2001-03-12;201565;1;5;2;14
44068;2001-03-12;201570;1;45;2;35
44069;2001-03-12;201574;1;21;2;2
44070;2001-03-12;201578;1;97;2;15
44071;2001-03-12;201582;1;19;2;37
44072;2001-03-12;201586;1;48;2;11
44073;2001-03-12;201909;1;29;2;28
44074;2001-03-12;201915;1;63;2;84
44075;2001-03-12;201918;1;55;2;94
44076;2001-03-12;201927;1;21;2;28
44077;2001-03-12;201931;1;63;2;52
44078;2001-03-12;201933;1;95;2;25
44079;2001-03-12;201936;1;53;2;54
44080;2001-03-12;201940;1;90;2;33
44081;2001-03-12;201954;1;91;2;98
44082;2001-03-12;201967;1;5;2;14
44083;2001-03-12;201972;1;43;2;66
44084;2001-03-12;201974;1;48;2;97
44085;2001-03-12;201975;1;13;2;45
44086;2001-03-12;201981;1;68;2;34
44087;2001-03-12;201987;1;10;2;61
44088;2001-03-12;201994;1;17;2;95
44089;2001-03-12;202216;1;39;2;72
44090;2001-03-12;202224;1;68;2;65
44091;2001-03-12;202245;1;16;2;20
44092;2001-03-12;202249;1;84;2;15
44093;2001-03-12;202256;1;14;2;34
44094;2001-03-12;202266;1;64;2;6
44095;2001-03-12;202290;1;10;2;47
44096;2001-03-12;202294;1;22;2;84
44097;2001-03-12;203014;1;24;2;65
44098;2001-03-12;203025;1;33;2;75
44099;2001-03-12;203029;1;89;2;18
44100;2001-03-12;203041;1;53;2;17
44101;2001-03-12;203051;1;8;2;84
44102;2001-03-12;203094;1;33;2;54
44103;2001-03-12;204643;1;59;2;100
44104;2001-03-12;204649;1;9;2;21
44105;2001-03-12;204661;1;91;2;26
44106;2001-03-12;204665;1;66;2;28
44107;2001-03-12;204667;1;62;2;54
44108;2001-03-12;204670;1;81;2;51
44109;2001-03-12;204677;1;33;2;84
44110;2001-03-12;204680;1;18;2;49
44111;2001-03-12;205133;1;74;2;99
44112;2001-03-12;205143;1;23;2;93
44113;2001-03-12;205158;1;36;2;48
44114;2001-03-12;205165;1;51;2;8
44115;2001-03-12;205173;1;33;2;13
44116;2001-03-12;207507;1;54;2;23
44117;2001-03-12;207510;1;44;2;35
44118;2001-03-12;207521;1;71;2;3
44119;2001-03-12;207536;1;9;2;93
44120;2001-03-12;207547;1;56;2;46
44121;2001-03-12;207580;1;61;2;100
44122;2001-03-12;207583;1;98;2;22
44123;2001-03-12;207585;1;53;2;22
44124;2001-03-12;207587;1;97;2;92
44125;2001-03-12;208407;1;57;2;81
44126;2001-03-12;208421;1;7;2;5
44127;2001-03-12;208425;1;83;2;92
44128;2001-03-12;208429;1;5;2;30
44129;2001-03-12;208436;1;97;2;24
44130;2001-03-12;208447;1;4;2;22
44131;2001-03-12;208458;1;40;2;20
44132;2001-03-12;208475;1;24;2;41
44133;2001-03-12;208478;1;92;2;77
44134;2001-03-12;208487;1;1;2;95
44135;2001-03-12;302602;1;83;2;59
44136;2001-03-12;302604;1;22;2;92
44137;2001-03-12;302605;1;49;2;42
44138;2001-03-12;302606;1;8;2;70
44139;2001-03-12;302608;1;40;2;99
44140;2001-03-12;302609;1;49;2;61
44141;2001-03-12;302610;1;65;2;71
44142;2001-03-12;302611;1;32;2;12
44143;2001-03-12;302612;1;63;2;11
44144;2001-03-12;302614;1;1;2;98
44145;2001-03-12;302616;1;65;2;68
44146;2001-03-12;302618;1;76;2;75
44147;2001-03-12;302624;1;28;2;1
44148;2001-03-12;302626;1;49;2;59
44149;2001-03-12;302628;1;71;2;28
44150;2001-03-12;302629;1;13;2;32
44151;2001-03-12;302630;1;90;2;88
44152;2001-03-12;302632;1;9;2;46
44153;2001-03-12;302633;1;21;2;33
44154;2001-03-12;302634;1;23;2;29
44155;2001-03-12;302636;1;53;2;34
44156;2001-03-12;302637;1;36;2;23
44157;2001-03-12;302638;1;89;2;41
44158;2001-03-12;302640;1;85;2;34
44159;2001-03-12;302642;1;71;2;28
44160;2001-03-12;302648;1;21;2;56
44161;2001-03-12;302650;1;18;2;17
44162;2001-03-12;302654;1;81;2;75
44163;2001-03-12;302662;1;65;2;23
44164;2001-03-12;302663;1;85;2;74
44165;2001-03-12;302664;1;60;2;43
44166;2001-03-12;302665;1;4;2;70
44167;2001-03-12;302666;1;50;2;41
44168;2001-03-12;302667;1;24;2;7
44169;2001-03-12;302668;1;7;2;8
44170;2001-03-12;302672;1;97;2;57
44171;2001-03-12;302674;1;55;2;97
44172;2001-03-12;302675;1;4;2;79
44173;2001-03-12;302676;1;65;2;86
44174;2001-03-12;302680;1;46;2;34
44175;2001-03-12;302688;1;81;2;52
44176;2001-03-12;302690;1;62;2;53
44177;2001-03-12;302692;1;15;2;87
44178;2001-03-12;302693;1;73;2;71
44179;2001-03-12;302695;1;31;2;45
44180;2001-03-12;302696;1;45;2;27
44181;2001-03-12;302903;1;17;2;34
44182;2001-03-12;302910;1;15;2;22
44183;2001-03-12;302918;1;76;2;17
44184;2001-03-12;302921;1;48;2;22
44185;2001-03-12;302947;1;41;2;55
44186;2001-03-12;302956;1;22;2;27
44187;2001-03-12;302962;1;42;2;11
44188;2001-03-12;302984;1;17;2;27
44189;2001-03-12;302990;1;38;2;68
44190;2001-03-12;303330;1;60;2;15
44191;2001-03-12;303332;1;97;2;41
44192;2001-03-12;303334;1;21;2;56
44193;2001-03-12;303336;1;86;2;56
44194;2001-03-12;303386;1;69;2;84
44195;2001-03-12;303532;1;45;2;68
44196;2001-03-12;303543;1;49;2;9
44197;2001-03-12;303551;1;96;2;11
44198;2001-03-12;303558;1;94;2;8
44199;2001-03-12;303591;1;78;2;22
44200;2001-03-12;303907;1;81;2;34
44201;2001-03-12;303915;1;4;2;31
44202;2001-03-12;303929;1;35;2;77
44203;2001-03-12;303936;1;65;2;81
44204;2001-03-12;303958;1;57;2;95
44205;2001-03-12;303961;1;54;2;12
44206;2001-03-12;303985;1;5;2;30
44207;2001-03-12;304802;1;10;2;12
44208;2001-03-12;304806;1;62;2;59
44209;2001-03-12;304811;1;39;2;82
44210;2001-03-12;304827;1;90;2;51
44211;2001-03-12;304833;1;8;2;68
44212;2001-03-12;304842;1;73;2;68
44213;2001-03-12;304845;1;73;2;9
44214;2001-03-12;304849;1;74;2;38
44215;2001-03-12;304854;1;62;2;41
44216;2001-03-12;304859;1;76;2;17
44217;2001-03-12;304876;1;88;2;79
44218;2001-03-12;304879;1;21;2;93
44219;2001-03-12;304892;1;31;2;63
44220;2001-03-12;305440;1;37;2;34
44221;2001-03-12;305454;1;51;2;98
44222;2001-03-12;305480;1;45;2;11
44223;2001-03-12;305487;1;32;2;58
44224;2001-03-12;305610;1;43;2;66
44225;2001-03-12;305622;1;55;2;68
44226;2001-03-12;305628;1;93;2;31
44227;2001-03-12;305646;1;53;2;24
44228;2001-03-12;305670;1;52;2;41
44229;2001-03-12;305678;1;75;2;36
44230;2001-03-12;305682;1;19;2;6
44231;2001-03-12;305924;1;70;2;22
44232;2001-03-12;305944;1;95;2;38
44233;2001-03-12;305956;1;71;2;16
44234;2001-03-12;305974;1;5;2;39
44235;2001-03-12;305984;1;47;2;71
44236;2001-03-12;305994;1;1;2;2
44237;2001-03-12;306113;1;15;2;68
44238;2001-03-12;306116;1;63;2;71
44239;2001-03-12;306120;1;36;2;72
44240;2001-03-12;306122;1;32;2;46
44241;2001-03-12;306123;1;70;2;69
44242;2001-03-12;306124;1;79;2;74
44243;2001-03-12;306131;1;52;2;11
44244;2001-03-12;306152;1;75;2;66
44245;2001-03-12;306165;1;22;2;75
44246;2001-03-12;306172;1;57;2;13
44247;2001-03-12;306181;1;35;2;10
44248;2001-03-12;306194;1;93;2;14
44249;2001-03-12;306702;1;59;2;38
44250;2001-03-12;306704;1;34;2;99
44251;2001-03-12;306706;1;70;2;26
44252;2001-03-12;306758;1;53;2;26
44253;2001-03-12;306768;1;28;2;80
44254;2001-03-12;306807;1;94;2;86
44255;2001-03-12;306852;1;80;2;37
44256;2001-03-12;306860;1;8;2;82
44257;2001-03-12;306863;1;61;2;16
44258;2001-03-12;306864;1;28;2;6
44259;2001-03-12;306876;1;50;2;71
44260;2001-03-12;307204;1;7;2;17
44261;2001-03-12;307209;1;23;2;2
44262;2001-03-12;307218;1;50;2;25
44263;2001-03-12;307238;1;29;2;38
44264;2001-03-12;307240;1;46;2;89
44265;2001-03-12;307247;1;63;2;33
44266;2001-03-12;307256;1;96;2;33
44267;2001-03-12;307263;1;11;2;69
44268;2001-03-12;307274;1;46;2;49
44269;2001-03-12;307283;1;32;2;4
44270;2001-03-12;308207;1;51;2;79
44271;2001-03-12;308229;1;27;2;57
44272;2001-03-12;308247;1;20;2;20
44273;2001-03-12;308273;1;5;2;83
44274;2001-03-12;308276;1;25;2;98
44275;2001-03-12;308614;1;16;2;6
44276;2001-03-12;308625;1;9;2;94
44277;2001-03-12;308636;1;84;2;69
44278;2001-03-12;308665;1;60;2;32
44279;2001-03-12;308669;1;82;2;41
44280;2001-03-12;308694;1;75;2;24
44281;2001-03-12;308937;1;82;2;39
44282;2001-03-12;308967;1;99;2;99
44283;2001-03-12;308970;1;31;2;20
44284;2001-03-12;308988;1;88;2;56
44285;2001-03-12;308990;1;50;2;79
44286;2001-03-12;309309;1;68;2;100
44287;2001-03-12;309319;1;22;2;20
44288;2001-03-12;309323;1;87;2;10
44289;2001-03-12;309325;1;14;2;39
44290;2001-03-12;309328;1;43;2;47
44291;2001-03-12;309338;1;70;2;46
44292;2001-03-12;309347;1;11;2;97
44293;2001-03-12;309357;1;32;2;15
44294;2001-03-12;309366;1;71;2;98
44295;2001-03-12;309376;1;64;2;62
44296;2001-03-12;309385;1;6;2;37
44297;2001-03-12;309395;1;60;2;49
44298;2001-03-12;400108;1;24;2;5
44299;2001-03-12;400114;1;36;2;86
44300;2001-03-12;400134;1;36;2;56
44301;2001-03-12;400138;1;40;2;65
44302;2001-03-12;400156;1;39;2;4
44303;2001-03-12;400158;1;52;2;84
44304;2001-03-12;400160;1;81;2;74
44305;2001-03-12;400173;1;76;2;20
44306;2001-03-12;400177;1;21;2;45
44307;2001-03-12;401807;1;20;2;46
44308;2001-03-12;401823;1;40;2;73
44309;2001-03-12;401831;1;76;2;69
44310;2001-03-12;401855;1;39;2;29
44311;2001-03-12;404104;1;69;2;28
44312;2001-03-12;404109;1;46;2;36
44313;2001-03-12;404111;1;41;2;81
44314;2001-03-12;404123;1;33;2;70
44315;2001-03-12;404138;1;69;2;18
44316;2001-03-12;404147;1;25;2;61
44317;2001-03-12;404161;1;30;2;5
44318;2001-03-12;404190;1;1;2;86
44319;2001-03-12;404414;1;92;2;27
44320;2001-03-12;404419;1;95;2;35
44321;2001-03-12;404433;1;5;2;84
44322;2001-03-12;404442;1;37;2;49
44323;2001-03-12;404471;1;47;2;11
44324;2001-03-12;404480;1;5;2;89
44325;2001-03-12;404712;1;62;2;92
44326;2001-03-12;404717;1;34;2;76
44327;2001-03-12;404721;1;58;2;91
44328;2001-03-12;404730;1;30;2;77
44329;2001-03-12;404740;1;64;2;92
44330;2001-03-12;404745;1;32;2;25
44331;2001-03-12;404748;1;82;2;70
44332;2001-03-12;404751;1;14;2;2
44333;2001-03-12;404753;1;33;2;3
44334;2001-03-12;404764;1;45;2;32
44335;2001-03-12;404769;1;71;2;67
44336;2001-03-12;404775;1;84;2;55
44337;2001-03-12;404785;1;33;2;77
44338;2001-03-12;404794;1;29;2;49
44339;2001-03-12;405015;1;85;2;22
44340;2001-03-12;405039;1;41;2;21
44341;2001-03-12;405063;1;39;2;52
44342;2001-03-12;405071;1;46;2;82
44343;2001-03-12;405079;1;34;2;51
44344;2001-03-12;405094;1;62;2;18
44345;2001-03-12;405557;1;20;2;44
44346;2001-03-12;405566;1;11;2;8
44347;2001-03-12;405585;1;84;2;72
44348;2001-03-12;405595;1;47;2;89
44349;2001-03-12;405747;1;88;2;93
44350;2001-03-12;405760;1;69;2;24
44351;2001-03-12;405787;1;45;2;67
44352;2001-03-12;406528;1;16;2;89
44353;2001-03-12;406552;1;43;2;97
44354;2001-03-12;406576;1;11;2;73
44355;2001-03-12;408704;1;10;2;94
44356;2001-03-12;408725;1;46;2;70
44357;2001-03-12;408743;1;100;2;76
44358;2001-03-12;408747;1;22;2;48
44359;2001-03-12;408782;1;41;2;4
44360;2001-03-12;408786;1;46;2;47
44361;2001-03-12;408790;1;71;2;90
44362;2001-03-12;501006;1;57;2;87
44363;2001-03-12;501020;1;1;2;94
44364;2001-03-12;501027;1;88;2;64
44365;2001-03-12;501033;1;95;2;60
44366;2001-03-12;501040;1;48;2;70
44367;2001-03-12;501054;1;88;2;10
44368;2001-03-12;501067;1;13;2;16
44369;2001-03-12;501081;1;56;2;45
44370;2001-03-12;501085;1;28;2;88
44371;2001-03-12;501088;1;43;2;58
44372;2001-03-12;501094;1;39;2;15
44373;2001-03-12;501095;1;95;2;21
44374;2001-03-12;503813;1;19;2;92
44375;2001-03-12;503847;1;47;2;73
44376;2001-03-12;503858;1;27;2;45
44377;2001-03-12;503861;1;33;2;96
44378;2001-03-12;503874;1;59;2;70
44379;2001-03-12;506403;1;28;2;68
44380;2001-03-12;506406;1;10;2;45
44381;2001-03-12;506428;1;90;2;92
44382;2001-03-12;506447;1;74;2;7
44383;2001-03-12;506450;1;95;2;56
44384;2001-03-12;506460;1;30;2;71
44385;2001-03-12;506469;1;49;2;7
44386;2001-03-12;506475;1;58;2;90
44387;2001-03-12;506479;1;48;2;41
44388;2001-03-12;506485;1;51;2;61
44389;2001-03-12;506486;1;94;2;1
44390;2001-03-12;506909;1;88;2;53
44391;2001-03-12;506915;1;63;2;31
44392;2001-03-12;506941;1;44;2;58
44393;2001-03-12;506944;1;75;2;41
44394;2001-03-12;506963;1;4;2;8
44395;2001-03-12;506991;1;8;2;96
44396;2001-03-12;507018;1;4;2;21
44397;2001-03-12;507037;1;74;2;57
44398;2001-03-12;507056;1;62;2;39
44399;2001-03-12;507066;1;38;2;56
44400;2001-03-12;507088;1;83;2;98
44401;2001-03-12;507605;1;95;2;36
44402;2001-03-12;507616;1;15;2;47
44403;2001-03-12;507619;1;100;2;5
44404;2001-03-12;507622;1;80;2;66
44405;2001-03-12;507633;1;73;2;14
44406;2001-03-12;507639;1;51;2;95
44407;2001-03-12;507655;1;39;2;94
44408;2001-03-12;507672;1;46;2;81
44409;2001-03-12;507683;1;60;2;64
44410;2001-03-12;508110;1;22;2;24
44411;2001-03-12;508112;1;3;2;85
44412;2001-03-12;508122;1;17;2;98
44413;2001-03-12;508125;1;74;2;88
44414;2001-03-12;508131;1;16;2;85
44415;2001-03-12;508134;1;82;2;76
44416;2001-03-12;508140;1;13;2;14
