id,DATE,UPAZILLACODE,CROPTYPEID,AREAAFFECTED [ha],LOSSTYPE [],LOSS [MT]
49229,2001-06-10,405071,1,11,2,49
49230,2001-06-10,405079,1,16,2,46
49231,2001-06-10,405094,1,31,2,27
49232,2001-06-10,405557,1,31,2,10
49233,2001-06-10,405566,1,44,2,54
49234,2001-06-10,405585,1,19,2,23
49235,2001-06-10,405595,1,12,2,100
49236,2001-06-10,405747,1,46,2,14
49237,2001-06-10,405760,1,72,2,12
49238,2001-06-10,405787,1,53,2,48
49239,2001-06-10,406528,1,9,2,4
49240,2001-06-10,406552,1,18,2,80
49241,2001-06-10,406576,1,93,2,56
49242,2001-06-10,408704,1,93,2,69
49243,2001-06-10,408725,1,43,2,33
49244,2001-06-10,408743,1,67,2,66
49245,2001-06-10,408747,1,37,2,34
49246,2001-06-10,408782,1,40,2,81
49247,2001-06-10,408786,1,100,2,33
49248,2001-06-10,408790,1,49,2,79
49249,2001-06-10,501006,1,38,2,21
49250,2001-06-10,501020,1,59,2,86
49251,2001-06-10,501027,1,77,2,69
49252,2001-06-10,501033,1,99,2,83
49253,2001-06-10,501040,1,9,2,59
49254,2001-06-10,501054,1,7,2,91
49255,2001-06-10,501067,1,84,2,97
49256,2001-06-10,501081,1,21,2,96
49257,2001-06-10,501085,1,20,2,95
49258,2001-06-10,501088,1,56,2,78
49259,2001-06-10,501094,1,7,2,35
49260,2001-06-10,501095,1,21,2,85
49261,2001-06-10,503813,1,88,2,78
49262,2001-06-10,503847,1,11,2,45
49263,2001-06-10,503858,1,56,2,84
49264,2001-06-10,503861,1,15,2,2
49265,2001-06-10,503874,1,88,2,52
49266,2001-06-10,506403,1,16,2,28
49267,2001-06-10,506406,1,3,2,90
49268,2001-06-10,506428,1,61,2,31
49269,2001-06-10,506447,1,99,2,11
49270,2001-06-10,506450,1,5,2,39
49271,2001-06-10,506460,1,35,2,92
49272,2001-06-10,506469,1,73,2,42
49273,2001-06-10,506475,1,80,2,11
49274,2001-06-10,506479,1,31,2,41
49275,2001-06-10,506485,1,44,2,10
49276,2001-06-10,506486,1,79,2,73
49277,2001-06-10,506909,1,47,2,37
49278,2001-06-10,506915,1,34,2,28
49279,2001-06-10,506941,1,38,2,18
49280,2001-06-10,506944,1,99,2,80
49281,2001-06-10,506963,1,58,2,97
49282,2001-06-10,506991,1,46,2,32
49283,2001-06-10,507018,1,21,2,87
49284,2001-06-10,507037,1,53,2,34
49285,2001-06-10,507056,1,83,2,38
49286,2001-06-10,507066,1,32,2,44
49287,2001-06-10,507088,1,86,2,65
49288,2001-06-10,507605,1,86,2,69
49289,2001-06-10,507616,1,43,2,5
49290,2001-06-10,507619,1,56,2,7
49291,2001-06-10,507622,1,79,2,79
49292,2001-06-10,507633,1,32,2,65
49293,2001-06-10,507639,1,80,2,82
49294,2001-06-10,507655,1,60,2,19
49295,2001-06-10,507672,1,72,2,36
49296,2001-06-10,507683,1,24,2,24
49297,2001-06-10,508110,1,63,2,54
49298,2001-06-10,508112,1,63,2,63
49299,2001-06-10,508122,1,100,2,73
49300,2001-06-10,508125,1,89,2,10
49301,2001-06-10,508131,1,82,2,46
49302,2001-06-10,508134,1,27,2,22
49303,2001-06-10,508140,1,79,2,87
49304,2001-06-10,508153,1,15,2,58
49305,2001-06-10,508172,1,79,2,67
49306,2001-06-10,508182,1,70,2,62
49307,2001-06-10,508185,1,27,2,7
49308,2001-06-10,508190,1,90,2,67
49309,2001-06-10,508194,1,62,2,19
49310,2001-06-10,508811,1,84,2,93
49311,2001-06-10,508827,1,27,2,5
49312,2001-06-10,508844,1,20,2,11
49313,2001-06-10,508850,1,43,2,16
49314,2001-06-10,508861,1,85,2,49
49315,2001-06-10,508867,1,41,2,14
49316,2001-06-10,508878,1,9,2,66
49317,2001-06-10,508889,1,63,2,50
49318,2001-06-10,508894,1,88,2,29
49319,2001-06-10,552710,1,71,2,12
49320,2001-06-10,552712,1,16,2,69
49321,2001-06-10,552717,1,5,2,54
49322,2001-06-10,552721,1,74,2,73
49323,2001-06-10,552730,1,21,2,26
49324,2001-06-10,552738,1,31,2,45
49325,2001-06-10,552743,1,25,2,68
49326,2001-06-10,552747,1,81,2,89
49327,2001-06-10,552756,1,93,2,25
49328,2001-06-10,552760,1,80,2,74
49329,2001-06-10,552764,1,23,2,34
49330,2001-06-10,552769,1,88,2,84
49331,2001-06-10,552777,1,48,2,31
49332,2001-06-10,553221,1,65,2,28
49333,2001-06-10,553224,1,22,2,53
49334,2001-06-10,553230,1,14,2,33
49335,2001-06-10,553267,1,41,2,41
49336,2001-06-10,553282,1,62,2,38
49337,2001-06-10,553288,1,2,2,81
49338,2001-06-10,553291,1,38,2,1
49339,2001-06-10,554906,1,40,2,84
49340,2001-06-10,554908,1,4,2,37
49341,2001-06-10,554909,1,83,2,3
49342,2001-06-10,554918,1,42,2,94
49343,2001-06-10,554952,1,87,2,24
49344,2001-06-10,554961,1,71,2,12
49345,2001-06-10,554977,1,65,2,29
49346,2001-06-10,554979,1,92,2,44
49347,2001-06-10,554994,1,13,2,3
49348,2001-06-10,555202,1,80,2,64
49349,2001-06-10,555233,1,36,2,59
49350,2001-06-10,555239,1,77,2,64
49351,2001-06-10,555255,1,67,2,1
49352,2001-06-10,555270,1,68,2,62
49353,2001-06-10,557312,1,87,2,18
49354,2001-06-10,557315,1,38,2,55
49355,2001-06-10,557336,1,64,2,99
49356,2001-06-10,557345,1,27,2,39
49357,2001-06-10,557364,1,61,2,65
49358,2001-06-10,557385,1,84,2,68
49359,2001-06-10,557704,1,44,2,13
49360,2001-06-10,557725,1,95,2,10
49361,2001-06-10,557734,1,19,2,84
49362,2001-06-10,557773,1,16,2,75
49363,2001-06-10,557790,1,60,2,27
49364,2001-06-10,558503,1,53,2,81
49365,2001-06-10,558527,1,69,2,15
49366,2001-06-10,558542,1,70,2,4
49367,2001-06-10,558549,1,11,2,29
49368,2001-06-10,558558,1,78,2,20
49369,2001-06-10,558573,1,100,2,13
49370,2001-06-10,558576,1,15,2,14
49371,2001-06-10,558592,1,61,2,11
49372,2001-06-10,559408,1,78,2,45
49373,2001-06-10,559451,1,98,2,100
49374,2001-06-10,559482,1,84,2,55
49375,2001-06-10,559486,1,31,2,73
49376,2001-06-10,559494,1,18,2,54
49377,2001-06-10,603602,1,24,2,80
49378,2001-06-10,603605,1,40,2,67
49379,2001-06-10,603611,1,45,2,74
49380,2001-06-10,603626,1,12,2,42
49381,2001-06-10,603644,1,31,2,49
49382,2001-06-10,603668,1,55,2,1
49383,2001-06-10,603671,1,59,2,34
49384,2001-06-10,603677,1,9,2,46
49385,2001-06-10,605814,1,21,2,90
49386,2001-06-10,605835,1,3,2,2
49387,2001-06-10,605856,1,23,2,28
49388,2001-06-10,605865,1,69,2,69
49389,2001-06-10,605874,1,94,2,85
49390,2001-06-10,605880,1,65,2,85
49391,2001-06-10,605883,1,10,2,46
49392,2001-06-10,609018,1,63,2,18
49393,2001-06-10,609023,1,46,2,1
49394,2001-06-10,609027,1,83,2,80
49395,2001-06-10,609029,1,34,2,12
49396,2001-06-10,609032,1,31,2,52
49397,2001-06-10,609033,1,18,2,25
49398,2001-06-10,609047,1,46,2,27
49399,2001-06-10,609050,1,13,2,2
49400,2001-06-10,609086,1,4,2,1
49401,2001-06-10,609089,1,47,2,18
49402,2001-06-10,609092,1,59,2,92
49403,2001-06-10,609108,1,99,2,72
49404,2001-06-10,609117,1,40,2,77
49405,2001-06-10,609120,1,6,2,43
49406,2001-06-10,609127,1,72,2,50
49407,2001-06-10,609131,1,26,2,29
49408,2001-06-10,609135,1,64,2,76
49409,2001-06-10,609138,1,97,2,77
49410,2001-06-10,609141,1,88,2,70
49411,2001-06-10,609153,1,71,2,84
49412,2001-06-10,609159,1,91,2,25
49413,2001-06-10,609162,1,87,2,70
49414,2001-06-20,100409,1,33,2,71
49415,2001-06-20,100419,1,10,2,49
49416,2001-06-20,100428,1,25,2,38
49417,2001-06-20,100447,1,81,2,97
49418,2001-06-20,100485,1,25,2,95
49419,2001-06-20,100602,1,65,2,21
49420,2001-06-20,100603,1,64,2,61
49421,2001-06-20,100607,1,71,2,70
49422,2001-06-20,100610,1,97,2,60
49423,2001-06-20,100632,1,17,2,92
49424,2001-06-20,100636,1,66,2,23
49425,2001-06-20,100651,1,16,2,67
49426,2001-06-20,100662,1,57,2,23
49427,2001-06-20,100669,1,57,2,91
49428,2001-06-20,100694,1,16,2,97
49429,2001-06-20,100918,1,1,2,54
49430,2001-06-20,100921,1,97,2,36
49431,2001-06-20,100925,1,62,2,46
49432,2001-06-20,100929,1,37,2,27
49433,2001-06-20,100954,1,35,2,51
49434,2001-06-20,100965,1,59,2,83
49435,2001-06-20,100991,1,38,2,29
49436,2001-06-20,104240,1,60,2,32
49437,2001-06-20,104243,1,64,2,59
49438,2001-06-20,104273,1,25,2,21
49439,2001-06-20,104284,1,44,2,45
49440,2001-06-20,107838,1,67,2,57
49441,2001-06-20,107852,1,8,2,5
49442,2001-06-20,107855,1,39,2,52
49443,2001-06-20,107857,1,87,2,99
49444,2001-06-20,107866,1,5,2,61
49445,2001-06-20,107876,1,100,2,94
49446,2001-06-20,107895,1,63,2,90
49447,2001-06-20,107914,1,89,2,94
49448,2001-06-20,107947,1,7,2,64
49449,2001-06-20,107958,1,17,2,60
49450,2001-06-20,107976,1,73,2,4
49451,2001-06-20,107980,1,51,2,54
49452,2001-06-20,107987,1,68,2,88
49453,2001-06-20,107990,1,74,2,9
49454,2001-06-20,200304,1,38,2,11
49455,2001-06-20,200314,1,84,2,93
49456,2001-06-20,200351,1,21,2,48
49457,2001-06-20,200373,1,8,2,12
49458,2001-06-20,200389,1,34,2,72
49459,2001-06-20,200391,1,70,2,67
49460,2001-06-20,200395,1,18,2,32
49461,2001-06-20,201202,1,60,2,19
49462,2001-06-20,201204,1,61,2,57
49463,2001-06-20,201207,1,32,2,50
49464,2001-06-20,201213,1,62,2,39
49465,2001-06-20,201233,1,76,2,47
49466,2001-06-20,201263,1,57,2,87
49467,2001-06-20,201285,1,43,2,63
49468,2001-06-20,201290,1,80,2,49
49469,2001-06-20,201294,1,34,2,21
49470,2001-06-20,201322,1,90,2,27
49471,2001-06-20,201345,1,75,2,38
49472,2001-06-20,201347,1,41,2,78
49473,2001-06-20,201349,1,26,2,28
49474,2001-06-20,201358,1,91,2,91
49475,2001-06-20,201376,1,71,2,65
49476,2001-06-20,201379,1,68,2,35
49477,2001-06-20,201395,1,26,2,14
49478,2001-06-20,201504,1,78,2,43
49479,2001-06-20,201506,1,36,2,48
49480,2001-06-20,201508,1,96,2,59
49481,2001-06-20,201510,1,15,2,12
49482,2001-06-20,201512,1,70,2,31
49483,2001-06-20,201518,1,18,2,20
49484,2001-06-20,201519,1,13,2,59
49485,2001-06-20,201520,1,51,2,65
49486,2001-06-20,201528,1,77,2,50
49487,2001-06-20,201533,1,50,2,55
49488,2001-06-20,201535,1,99,2,99
49489,2001-06-20,201537,1,32,2,11
49490,2001-06-20,201541,1,11,2,85
49491,2001-06-20,201543,1,65,2,19
49492,2001-06-20,201547,1,25,2,92
49493,2001-06-20,201553,1,61,2,10
49494,2001-06-20,201555,1,32,2,11
49495,2001-06-20,201557,1,29,2,63
49496,2001-06-20,201561,1,8,2,74
49497,2001-06-20,201565,1,79,2,21
49498,2001-06-20,201570,1,89,2,77
49499,2001-06-20,201574,1,25,2,16
49500,2001-06-20,201578,1,26,2,18
49501,2001-06-20,201582,1,43,2,53
49502,2001-06-20,201586,1,16,2,56
49503,2001-06-20,201909,1,43,2,59
49504,2001-06-20,201915,1,86,2,80
49505,2001-06-20,201918,1,59,2,69
49506,2001-06-20,201927,1,46,2,13
49507,2001-06-20,201931,1,12,2,95
49508,2001-06-20,201933,1,26,2,45
49509,2001-06-20,201936,1,41,2,90
49510,2001-06-20,201940,1,71,2,34
49511,2001-06-20,201954,1,80,2,15
49512,2001-06-20,201967,1,9,2,17
49513,2001-06-20,201972,1,45,2,35
49514,2001-06-20,201974,1,38,2,55
49515,2001-06-20,201975,1,52,2,21
49516,2001-06-20,201981,1,89,2,45
49517,2001-06-20,201987,1,5,2,16
49518,2001-06-20,201994,1,79,2,97
49519,2001-06-20,202216,1,30,2,86
49520,2001-06-20,202224,1,11,2,63
49521,2001-06-20,202245,1,62,2,83
49522,2001-06-20,202249,1,87,2,46
49523,2001-06-20,202256,1,67,2,12
49524,2001-06-20,202266,1,32,2,33
49525,2001-06-20,202290,1,27,2,29
49526,2001-06-20,202294,1,54,2,90
49527,2001-06-20,203014,1,68,2,69
49528,2001-06-20,203025,1,7,2,68
49529,2001-06-20,203029,1,23,2,39
49530,2001-06-20,203041,1,82,2,86
49531,2001-06-20,203051,1,36,2,77
49532,2001-06-20,203094,1,9,2,55
49533,2001-06-20,204643,1,40,2,70
49534,2001-06-20,204649,1,19,2,41
49535,2001-06-20,204661,1,33,2,78
49536,2001-06-20,204665,1,4,2,65
49537,2001-06-20,204667,1,79,2,18
49538,2001-06-20,204670,1,59,2,10
49539,2001-06-20,204677,1,55,2,79
49540,2001-06-20,204680,1,38,2,32
49541,2001-06-20,205133,1,73,2,58
49542,2001-06-20,205143,1,16,2,69
49543,2001-06-20,205158,1,41,2,1
49544,2001-06-20,205165,1,80,2,89
49545,2001-06-20,205173,1,36,2,20
49546,2001-06-20,207507,1,19,2,61
49547,2001-06-20,207510,1,79,2,9
49548,2001-06-20,207521,1,45,2,5
49549,2001-06-20,207536,1,6,2,10
49550,2001-06-20,207547,1,54,2,95
49551,2001-06-20,207580,1,44,2,24
49552,2001-06-20,207583,1,51,2,31
49553,2001-06-20,207585,1,5,2,95
49554,2001-06-20,207587,1,94,2,74
49555,2001-06-20,208407,1,57,2,26
49556,2001-06-20,208421,1,80,2,7
49557,2001-06-20,208425,1,59,2,65
49558,2001-06-20,208429,1,55,2,94
49559,2001-06-20,208436,1,67,2,25
49560,2001-06-20,208447,1,67,2,17
49561,2001-06-20,208458,1,34,2,72
49562,2001-06-20,208475,1,20,2,94
49563,2001-06-20,208478,1,23,2,47
49564,2001-06-20,208487,1,2,2,56
49565,2001-06-20,302602,1,89,2,6
49566,2001-06-20,302604,1,80,2,82
49567,2001-06-20,302605,1,96,2,7
49568,2001-06-20,302606,1,95,2,40
49569,2001-06-20,302608,1,79,2,48
49570,2001-06-20,302609,1,58,2,80
49571,2001-06-20,302610,1,82,2,10
49572,2001-06-20,302611,1,75,2,81
49573,2001-06-20,302612,1,83,2,87
49574,2001-06-20,302614,1,49,2,12
49575,2001-06-20,302616,1,92,2,93
49576,2001-06-20,302618,1,67,2,58
49577,2001-06-20,302624,1,42,2,11
49578,2001-06-20,302626,1,70,2,69
49579,2001-06-20,302628,1,88,2,49
49580,2001-06-20,302629,1,59,2,83
49581,2001-06-20,302630,1,24,2,33
49582,2001-06-20,302632,1,97,2,56
49583,2001-06-20,302633,1,39,2,11
49584,2001-06-20,302634,1,30,2,96
49585,2001-06-20,302636,1,100,2,60
49586,2001-06-20,302637,1,46,2,16
49587,2001-06-20,302638,1,81,2,74
49588,2001-06-20,302640,1,46,2,44
49589,2001-06-20,302642,1,42,2,2
49590,2001-06-20,302648,1,32,2,26
49591,2001-06-20,302650,1,14,2,77
49592,2001-06-20,302654,1,72,2,90
49593,2001-06-20,302662,1,54,2,58
49594,2001-06-20,302663,1,24,2,90
49595,2001-06-20,302664,1,73,2,28
49596,2001-06-20,302665,1,61,2,12
49597,2001-06-20,302666,1,75,2,44
49598,2001-06-20,302667,1,9,2,34
49599,2001-06-20,302668,1,13,2,60
49600,2001-06-20,302672,1,65,2,18
49601,2001-06-20,302674,1,66,2,86
49602,2001-06-20,302675,1,39,2,62
49603,2001-06-20,302676,1,41,2,11
49604,2001-06-20,302680,1,56,2,83
49605,2001-06-20,302688,1,14,2,38
49606,2001-06-20,302690,1,77,2,99
49607,2001-06-20,302692,1,14,2,45
49608,2001-06-20,302693,1,52,2,12
49609,2001-06-20,302695,1,41,2,74
49610,2001-06-20,302696,1,77,2,10
49611,2001-06-20,302903,1,72,2,41
49612,2001-06-20,302910,1,83,2,100
49613,2001-06-20,302918,1,98,2,2
49614,2001-06-20,302921,1,43,2,3
49615,2001-06-20,302947,1,82,2,40
49616,2001-06-20,302956,1,74,2,49
49617,2001-06-20,302962,1,32,2,51
49618,2001-06-20,302984,1,17,2,36
49619,2001-06-20,302990,1,15,2,1
49620,2001-06-20,303330,1,41,2,4
49621,2001-06-20,303332,1,35,2,50
49622,2001-06-20,303334,1,96,2,96
49623,2001-06-20,303336,1,62,2,47
49624,2001-06-20,303386,1,97,2,86
49625,2001-06-20,303532,1,46,2,84
49626,2001-06-20,303543,1,99,2,3
49627,2001-06-20,303551,1,48,2,35
49628,2001-06-20,303558,1,15,2,75
49629,2001-06-20,303591,1,86,2,67
49630,2001-06-20,303907,1,41,2,36
49631,2001-06-20,303915,1,23,2,20
49632,2001-06-20,303929,1,20,2,57
49633,2001-06-20,303936,1,8,2,73
49634,2001-06-20,303958,1,32,2,37
49635,2001-06-20,303961,1,32,2,91
49636,2001-06-20,303985,1,89,2,14
49637,2001-06-20,304802,1,84,2,57
49638,2001-06-20,304806,1,71,2,17
49639,2001-06-20,304811,1,69,2,81
49640,2001-06-20,304827,1,99,2,33
49641,2001-06-20,304833,1,81,2,21
49642,2001-06-20,304842,1,36,2,78
49643,2001-06-20,304845,1,39,2,75
49644,2001-06-20,304849,1,95,2,95
49645,2001-06-20,304854,1,84,2,68
49646,2001-06-20,304859,1,12,2,29
49647,2001-06-20,304876,1,68,2,46
49648,2001-06-20,304879,1,13,2,56
49649,2001-06-20,304892,1,14,2,28
49650,2001-06-20,305440,1,68,2,31
49651,2001-06-20,305454,1,16,2,93
49652,2001-06-20,305480,1,57,2,71
49653,2001-06-20,305487,1,10,2,52
49654,2001-06-20,305610,1,52,2,46
49655,2001-06-20,305622,1,5,2,12
49656,2001-06-20,305628,1,48,2,98
49657,2001-06-20,305646,1,54,2,15
49658,2001-06-20,305670,1,100,2,25
49659,2001-06-20,305678,1,10,2,88
49660,2001-06-20,305682,1,50,2,11
49661,2001-06-20,305924,1,59,2,22
49662,2001-06-20,305944,1,31,2,13
49663,2001-06-20,305956,1,28,2,28
49664,2001-06-20,305974,1,26,2,40
49665,2001-06-20,305984,1,95,2,20
49666,2001-06-20,305994,1,88,2,76
49667,2001-06-20,306113,1,60,2,20
49668,2001-06-20,306116,1,65,2,71
49669,2001-06-20,306120,1,67,2,76
49670,2001-06-20,306122,1,42,2,33
49671,2001-06-20,306123,1,50,2,32
49672,2001-06-20,306124,1,11,2,91
49673,2001-06-20,306131,1,65,2,5
49674,2001-06-20,306152,1,27,2,26
49675,2001-06-20,306165,1,40,2,67
49676,2001-06-20,306172,1,44,2,4
49677,2001-06-20,306181,1,30,2,45
49678,2001-06-20,306194,1,78,2,64
49679,2001-06-20,306702,1,94,2,65
49680,2001-06-20,306704,1,29,2,56
49681,2001-06-20,306706,1,97,2,59
49682,2001-06-20,306758,1,46,2,64
49683,2001-06-20,306768,1,7,2,52
49684,2001-06-20,306807,1,56,2,99
49685,2001-06-20,306852,1,47,2,72
49686,2001-06-20,306860,1,32,2,53
49687,2001-06-20,306863,1,90,2,62
49688,2001-06-20,306864,1,97,2,20
49689,2001-06-20,306876,1,1,2,23
49690,2001-06-20,307204,1,97,2,38
49691,2001-06-20,307209,1,84,2,36
49692,2001-06-20,307218,1,18,2,6
49693,2001-06-20,307238,1,65,2,88
49694,2001-06-20,307240,1,98,2,17
49695,2001-06-20,307247,1,98,2,54
49696,2001-06-20,307256,1,32,2,42
49697,2001-06-20,307263,1,72,2,83
49698,2001-06-20,307274,1,86,2,3
49699,2001-06-20,307283,1,87,2,48
49700,2001-06-20,308207,1,3,2,2
49701,2001-06-20,308229,1,89,2,77
49702,2001-06-20,308247,1,29,2,69
49703,2001-06-20,308273,1,15,2,74
49704,2001-06-20,308276,1,54,2,91
49705,2001-06-20,308614,1,87,2,61
49706,2001-06-20,308625,1,86,2,82
49707,2001-06-20,308636,1,66,2,64
49708,2001-06-20,308665,1,100,2,75
49709,2001-06-20,308669,1,31,2,43
49710,2001-06-20,308694,1,29,2,34
49711,2001-06-20,308937,1,13,2,71
49712,2001-06-20,308967,1,48,2,70
49713,2001-06-20,308970,1,62,2,87
49714,2001-06-20,308988,1,16,2,24
49715,2001-06-20,308990,1,29,2,86
49716,2001-06-20,309309,1,46,2,46
49717,2001-06-20,309319,1,72,2,55
49718,2001-06-20,309323,1,92,2,35
49719,2001-06-20,309325,1,90,2,6
49720,2001-06-20,309328,1,90,2,67
49721,2001-06-20,309338,1,85,2,19
49722,2001-06-20,309347,1,29,2,24
49723,2001-06-20,309357,1,80,2,31
49724,2001-06-20,309366,1,33,2,76
49725,2001-06-20,309376,1,87,2,36
49726,2001-06-20,309385,1,1,2,80
49727,2001-06-20,309395,1,89,2,62
49728,2001-06-20,400108,1,71,2,62
49729,2001-06-20,400114,1,84,2,28
49730,2001-06-20,400134,1,50,2,93
49731,2001-06-20,400138,1,17,2,30
49732,2001-06-20,400156,1,36,2,5
49733,2001-06-20,400158,1,100,2,1
49734,2001-06-20,400160,1,61,2,28
49735,2001-06-20,400173,1,93,2,46
49736,2001-06-20,400177,1,100,2,95
49737,2001-06-20,401807,1,85,2,91
49738,2001-06-20,401823,1,79,2,10
49739,2001-06-20,401831,1,44,2,44
49740,2001-06-20,401855,1,54,2,57
49741,2001-06-20,404104,1,90,2,92
49742,2001-06-20,404109,1,80,2,15
49743,2001-06-20,404111,1,56,2,96
49744,2001-06-20,404123,1,34,2,54
49745,2001-06-20,404138,1,29,2,60
49746,2001-06-20,404147,1,56,2,56
49747,2001-06-20,404161,1,63,2,21
49748,2001-06-20,404190,1,14,2,25
49749,2001-06-20,404414,1,4,2,22
49750,2001-06-20,404419,1,28,2,41
49751,2001-06-20,404433,1,61,2,95
49752,2001-06-20,404442,1,62,2,89
49753,2001-06-20,404471,1,7,2,87
49754,2001-06-20,404480,1,73,2,7
49755,2001-06-20,404712,1,12,2,36
49756,2001-06-20,404717,1,100,2,77
49757,2001-06-20,404721,1,44,2,84
49758,2001-06-20,404730,1,91,2,15
49759,2001-06-20,404740,1,70,2,75
49760,2001-06-20,404745,1,22,2,61
49761,2001-06-20,404748,1,22,2,38
49762,2001-06-20,404751,1,5,2,52
49763,2001-06-20,404753,1,45,2,88
49764,2001-06-20,404764,1,43,2,70
49765,2001-06-20,404769,1,77,2,62
49766,2001-06-20,404775,1,26,2,13
49767,2001-06-20,404785,1,45,2,80
49768,2001-06-20,404794,1,2,2,87
49769,2001-06-20,405015,1,5,2,23
49770,2001-06-20,405039,1,87,2,1
49771,2001-06-20,405063,1,12,2,15
49772,2001-06-20,405071,1,12,2,39
49773,2001-06-20,405079,1,73,2,22
49774,2001-06-20,405094,1,77,2,19
49775,2001-06-20,405557,1,70,2,9
49776,2001-06-20,405566,1,54,2,94
49777,2001-06-20,405585,1,27,2,86
49778,2001-06-20,405595,1,88,2,11
49779,2001-06-20,405747,1,50,2,33
49780,2001-06-20,405760,1,79,2,9
49781,2001-06-20,405787,1,61,2,52
49782,2001-06-20,406528,1,50,2,43
49783,2001-06-20,406552,1,23,2,39
49784,2001-06-20,406576,1,21,2,23
49785,2001-06-20,408704,1,61,2,36
49786,2001-06-20,408725,1,87,2,82
49787,2001-06-20,408743,1,14,2,60
49788,2001-06-20,408747,1,20,2,67
49789,2001-06-20,408782,1,58,2,89
49790,2001-06-20,408786,1,27,2,64
49791,2001-06-20,408790,1,48,2,63
49792,2001-06-20,501006,1,90,2,25
49793,2001-06-20,501020,1,22,2,7
49794,2001-06-20,501027,1,50,2,28
49795,2001-06-20,501033,1,95,2,33
49796,2001-06-20,501040,1,89,2,14
49797,2001-06-20,501054,1,97,2,39
49798,2001-06-20,501067,1,40,2,29
49799,2001-06-20,501081,1,76,2,5
49800,2001-06-20,501085,1,36,2,94
49801,2001-06-20,501088,1,6,2,92
49802,2001-06-20,501094,1,66,2,86
49803,2001-06-20,501095,1,31,2,64
49804,2001-06-20,503813,1,61,2,18
49805,2001-06-20,503847,1,47,2,22
49806,2001-06-20,503858,1,76,2,1
49807,2001-06-20,503861,1,88,2,78
49808,2001-06-20,503874,1,59,2,56
49809,2001-06-20,506403,1,86,2,20
49810,2001-06-20,506406,1,63,2,91
49811,2001-06-20,506428,1,72,2,31
49812,2001-06-20,506447,1,33,2,62
49813,2001-06-20,506450,1,39,2,74
49814,2001-06-20,506460,1,41,2,75
49815,2001-06-20,506469,1,29,2,7
49816,2001-06-20,506475,1,53,2,57
49817,2001-06-20,506479,1,78,2,94
49818,2001-06-20,506485,1,46,2,36
49819,2001-06-20,506486,1,75,2,45
49820,2001-06-20,506909,1,68,2,8
49821,2001-06-20,506915,1,95,2,32
49822,2001-06-20,506941,1,41,2,59
49823,2001-06-20,506944,1,10,2,28
49824,2001-06-20,506963,1,6,2,85
49825,2001-06-20,506991,1,56,2,45
49826,2001-06-20,507018,1,20,2,99
49827,2001-06-20,507037,1,63,2,46
49828,2001-06-20,507056,1,56,2,35
49829,2001-06-20,507066,1,78,2,81
49830,2001-06-20,507088,1,61,2,78
49831,2001-06-20,507605,1,54,2,41
49832,2001-06-20,507616,1,66,2,63
49833,2001-06-20,507619,1,57,2,89
49834,2001-06-20,507622,1,17,2,21
49835,2001-06-20,507633,1,85,2,33
49836,2001-06-20,507639,1,62,2,50
49837,2001-06-20,507655,1,85,2,68
49838,2001-06-20,507672,1,41,2,57
49839,2001-06-20,507683,1,75,2,71
49840,2001-06-20,508110,1,94,2,73
49841,2001-06-20,508112,1,88,2,72
49842,2001-06-20,508122,1,42,2,25
49843,2001-06-20,508125,1,31,2,83
49844,2001-06-20,508131,1,55,2,61
49845,2001-06-20,508134,1,80,2,12
49846,2001-06-20,508140,1,85,2,85
49847,2001-06-20,508153,1,42,2,10
49848,2001-06-20,508172,1,87,2,82
49849,2001-06-20,508182,1,8,2,22
49850,2001-06-20,508185,1,51,2,88
49851,2001-06-20,508190,1,81,2,53
49852,2001-06-20,508194,1,25,2,44
49853,2001-06-20,508811,1,57,2,99
49854,2001-06-20,508827,1,29,2,90
49855,2001-06-20,508844,1,97,2,9
49856,2001-06-20,508850,1,17,2,19
49857,2001-06-20,508861,1,81,2,48
49858,2001-06-20,508867,1,13,2,49
49859,2001-06-20,508878,1,32,2,23
49860,2001-06-20,508889,1,87,2,39
49861,2001-06-20,508894,1,76,2,98
49862,2001-06-20,552710,1,8,2,22
49863,2001-06-20,552712,1,77,2,48
49864,2001-06-20,552717,1,99,2,41
49865,2001-06-20,552721,1,33,2,74
49866,2001-06-20,552730,1,28,2,39
49867,2001-06-20,552738,1,4,2,51
49868,2001-06-20,552743,1,93,2,4
49869,2001-06-20,552747,1,47,2,32
49870,2001-06-20,552756,1,5,2,77
49871,2001-06-20,552760,1,2,2,28
49872,2001-06-20,552764,1,50,2,26
49873,2001-06-20,552769,1,21,2,2
49874,2001-06-20,552777,1,68,2,33
49875,2001-06-20,553221,1,12,2,92
49876,2001-06-20,553224,1,76,2,29
49877,2001-06-20,553230,1,16,2,61
49878,2001-06-20,553267,1,54,2,67
49879,2001-06-20,553282,1,54,2,19
49880,2001-06-20,553288,1,87,2,66
49881,2001-06-20,553291,1,6,2,72
49882,2001-06-20,554906,1,1,2,59
49883,2001-06-20,554908,1,36,2,28
49884,2001-06-20,554909,1,56,2,34
49885,2001-06-20,554918,1,78,2,59
49886,2001-06-20,554952,1,18,2,1
49887,2001-06-20,554961,1,96,2,15
49888,2001-06-20,554977,1,24,2,24
49889,2001-06-20,554979,1,8,2,47
49890,2001-06-20,554994,1,17,2,90
49891,2001-06-20,555202,1,67,2,75
